"","id","participant","persistence","anonymity","topic","repetition","group","expressions"
"544","544",4,1,1,1,3,28,-0.540968579860405
"545","545",5,1,1,1,3,28,-1.35657236263585
"546","546",6,1,1,1,3,28,1.60314190791747
"547","547",7,1,1,1,3,28,-0.531132036391221
"548","548",8,1,1,1,3,28,-1.80551341225308
"549","549",9,1,1,1,3,28,-0.00280656126051926
"550","550",10,1,1,1,3,28,0.0631756464054737
"551","551",11,1,1,1,3,28,-1.18582670040929
"552","552",12,1,1,1,3,28,-3.08892067167955
"553","553",13,1,1,1,3,28,-0.840481702565115
"554","554",14,1,1,1,3,28,0.370507635920485
"555","555",15,1,1,1,3,28,-0.25972327604261
"556","556",16,1,1,1,3,28,-0.298178744005234
"557","557",17,1,1,1,3,28,0.360820728620116
"558","558",18,1,1,1,3,28,-1.38645863857947
"559","559",19,1,1,1,3,28,0.896777044274243
"560","560",20,1,1,1,3,28,-0.205344028278166
"561","561",1,0,0,2,3,29,0.225100377372448
"562","562",2,0,0,2,3,29,-0.438647100913033
"563","563",3,0,0,2,3,29,0.85848304870902
"564","564",4,0,0,2,3,29,0.686422651374936
"565","565",5,0,0,2,3,29,-0.819243048231147
"566","566",6,0,0,2,3,29,2.00610246454047
"567","567",7,0,0,2,3,29,-0.455027030141015
"568","568",8,0,0,2,3,29,-1.62449465021281
"569","569",9,0,0,2,3,29,-0.344399601954219
"570","570",10,0,0,2,3,29,0.00753833923234476
"571","571",11,0,0,2,3,29,2.10797839905936
"572","572",12,0,0,2,3,29,-0.0941976321062886
"573","573",13,0,0,2,3,29,0.256998805423414
"574","574",14,0,0,2,3,29,-0.277152935356531
"575","575",15,0,0,2,3,29,-0.534000842366545
"576","576",16,0,0,2,3,29,-0.234726028311276
"577","577",17,0,0,2,3,29,0.587639605630162
"578","578",18,0,0,2,3,29,1.87524500865228
"579","579",19,0,0,2,3,29,0.827392438763768
"580","580",20,0,0,2,3,29,1.0079083983867
"581","581",1,1,0,2,3,30,0.00940183965093405
"582","582",2,1,0,2,3,30,1.28887328620405
"583","583",3,1,0,2,3,30,1.18658843344197
"584","584",4,1,0,2,3,30,-0.730907800682766
"585","585",5,1,0,2,3,30,-2.68523553529247
"586","586",6,1,0,2,3,30,2.09766158983416
"587","587",7,1,0,2,3,30,0.267066166765493
"588","588",8,1,0,2,3,30,0.1413273359637
"589","589",9,1,0,2,3,30,-0.413399523145909
"590","590",10,1,0,2,3,30,0.110108422952926
"591","591",11,1,0,2,3,30,-0.564375831769667
"592","592",12,1,0,2,3,30,0.0206946432545128
"593","593",13,1,0,2,3,30,-0.800246743977644
"594","594",14,1,0,2,3,30,-1.77020787754746
"595","595",15,1,0,2,3,30,0.587838267454879
"596","596",16,1,0,2,3,30,1.11974502549955
"597","597",17,1,0,2,3,30,-0.708740569225614
"598","598",18,1,0,2,3,30,-1.65328975560769
"599","599",19,1,0,2,3,30,0.242241305677824
"600","600",20,1,0,2,3,30,-0.444709136893979
"601","601",1,0,1,2,3,31,-1.23132342155804
"602","602",2,0,1,2,3,31,0.983895570053379
"603","603",3,0,1,2,3,31,0.219924803660651
"604","604",4,0,1,2,3,31,-1.46725002909224
"605","605",5,0,1,2,3,31,0.521022742648139
"606","606",6,0,1,2,3,31,-0.158754604716016
"607","607",7,0,1,2,3,31,1.4645873119698
"608","608",8,0,1,2,3,31,-0.766081999604665
"609","609",9,0,1,2,3,31,-0.430211753928547
"610","610",10,0,1,2,3,31,-0.926109497377437
"611","611",11,0,1,2,3,31,-0.17710396143654
"612","612",12,0,1,2,3,31,0.402011779486338
"613","613",13,0,1,2,3,31,-0.731748173119606
"614","614",14,0,1,2,3,31,0.830373167981674
"615","615",15,0,1,2,3,31,-1.20808278630446
"616","616",16,0,1,2,3,31,-1.04798441280774
"617","617",17,0,1,2,3,31,1.44115770684428
"618","618",18,0,1,2,3,31,-1.01584746530465
"619","619",19,0,1,2,3,31,0.411974712317515
"620","620",20,0,1,2,3,31,-0.38107605110892
"621","621",1,1,1,2,3,32,-1.93321840682484
"622","622",2,1,1,2,3,32,-0.19786814031973
"623","623",3,1,1,2,3,32,-0.830300333928146
"624","624",4,1,1,2,3,32,-0.540968579860405
"625","625",5,1,1,2,3,32,-1.35657236263585
"626","626",6,1,1,2,3,32,1.60314190791747
"627","627",7,1,1,2,3,32,-0.531132036391221
"628","628",8,1,1,2,3,32,-1.80551341225308
"629","629",9,1,1,2,3,32,-0.00280656126051926
"630","630",10,1,1,2,3,32,0.0631756464054737
"631","631",11,1,1,2,3,32,-1.18582670040929
"632","632",12,1,1,2,3,32,-3.08892067167955
"633","633",13,1,1,2,3,32,-0.840481702565115
"634","634",14,1,1,2,3,32,0.370507635920485
"635","635",15,1,1,2,3,32,-0.25972327604261
"636","636",16,1,1,2,3,32,-0.298178744005234
"637","637",17,1,1,2,3,32,0.360820728620116
"638","638",18,1,1,2,3,32,-1.38645863857947
"639","639",19,1,1,2,3,32,0.896777044274243
"640","640",20,1,1,2,3,32,-0.205344028278166
"641","641",1,0,0,3,3,33,0.225100377372448
"642","642",2,0,0,3,3,33,-0.438647100913033
"643","643",3,0,0,3,3,33,0.85848304870902
"644","644",4,0,0,3,3,33,0.686422651374936
"645","645",5,0,0,3,3,33,-0.819243048231147
"646","646",6,0,0,3,3,33,2.00610246454047
"647","647",7,0,0,3,3,33,-0.455027030141015
"648","648",8,0,0,3,3,33,-1.62449465021281
"649","649",9,0,0,3,3,33,-0.344399601954219
"650","650",10,0,0,3,3,33,0.00753833923234476
"651","651",11,0,0,3,3,33,2.10797839905936
"652","652",12,0,0,3,3,33,-0.0941976321062886
"653","653",13,0,0,3,3,33,0.256998805423414
"654","654",14,0,0,3,3,33,-0.277152935356531
"655","655",15,0,0,3,3,33,-0.534000842366545
"656","656",16,0,0,3,3,33,-0.234726028311276
"657","657",17,0,0,3,3,33,0.587639605630162
"658","658",18,0,0,3,3,33,1.87524500865228
"659","659",19,0,0,3,3,33,0.827392438763768
"660","660",20,0,0,3,3,33,1.0079083983867
"661","661",1,1,0,3,3,34,0.00940183965093405
"662","662",2,1,0,3,3,34,1.28887328620405
"663","663",3,1,0,3,3,34,1.18658843344197
"664","664",4,1,0,3,3,34,-0.730907800682766
"665","665",5,1,0,3,3,34,-2.68523553529247
"666","666",6,1,0,3,3,34,2.09766158983416
"667","667",7,1,0,3,3,34,0.267066166765493
"668","668",8,1,0,3,3,34,0.1413273359637
"669","669",9,1,0,3,3,34,-0.413399523145909
"670","670",10,1,0,3,3,34,0.110108422952926
"671","671",11,1,0,3,3,34,-0.564375831769667
"672","672",12,1,0,3,3,34,0.0206946432545128
"673","673",13,1,0,3,3,34,-0.800246743977644
"674","674",14,1,0,3,3,34,-1.77020787754746
"675","675",15,1,0,3,3,34,0.587838267454879
"676","676",16,1,0,3,3,34,1.11974502549955
"677","677",17,1,0,3,3,34,-0.708740569225614
"678","678",18,1,0,3,3,34,-1.65328975560769
"679","679",19,1,0,3,3,34,0.242241305677824
"680","680",20,1,0,3,3,34,-0.444709136893979
"681","681",1,0,1,3,3,35,-1.23132342155804
"682","682",2,0,1,3,3,35,0.983895570053379
"683","683",3,0,1,3,3,35,0.219924803660651
"684","684",4,0,1,3,3,35,-1.46725002909224
"685","685",5,0,1,3,3,35,0.521022742648139
"686","686",6,0,1,3,3,35,-0.158754604716016
"687","687",7,0,1,3,3,35,1.4645873119698
"688","688",8,0,1,3,3,35,-0.766081999604665
"689","689",9,0,1,3,3,35,-0.430211753928547
"690","690",10,0,1,3,3,35,-0.926109497377437
"691","691",11,0,1,3,3,35,-0.17710396143654
"692","692",12,0,1,3,3,35,0.402011779486338
"693","693",13,0,1,3,3,35,-0.731748173119606
"694","694",14,0,1,3,3,35,0.830373167981674
"695","695",15,0,1,3,3,35,-1.20808278630446
"696","696",16,0,1,3,3,35,-1.04798441280774
"697","697",17,0,1,3,3,35,1.44115770684428
"698","698",18,0,1,3,3,35,-1.01584746530465
"699","699",19,0,1,3,3,35,0.411974712317515
"700","700",20,0,1,3,3,35,-0.38107605110892
"701","701",1,1,1,3,3,36,-1.93321840682484
"702","702",2,1,1,3,3,36,-0.19786814031973
"703","703",3,1,1,3,3,36,-0.830300333928146
"704","704",4,1,1,3,3,36,-0.540968579860405
"705","705",5,1,1,3,3,36,-1.35657236263585
"706","706",6,1,1,3,3,36,1.60314190791747
"707","707",7,1,1,3,3,36,-0.531132036391221
"708","708",8,1,1,3,3,36,-1.80551341225308
"709","709",9,1,1,3,3,36,-0.00280656126051926
"710","710",10,1,1,3,3,36,0.0631756464054737
"711","711",11,1,1,3,3,36,-1.18582670040929
"712","712",12,1,1,3,3,36,-3.08892067167955
"713","713",13,1,1,3,3,36,-0.840481702565115
"714","714",14,1,1,3,3,36,0.370507635920485
"715","715",15,1,1,3,3,36,-0.25972327604261
"716","716",16,1,1,3,3,36,-0.298178744005234
"717","717",17,1,1,3,3,36,0.360820728620116
"718","718",18,1,1,3,3,36,-1.38645863857947
"719","719",19,1,1,3,3,36,0.896777044274243
"720","720",20,1,1,3,3,36,-0.205344028278166
"721","721",1,0,0,1,4,37,0.507310667398079
"722","722",2,0,0,1,4,37,0.834107734737462
"723","723",3,0,0,1,4,37,0.0234804149153044
"724","724",4,0,0,1,4,37,-1.07870761286602
"725","725",5,0,0,1,4,37,0.96296455596733
"726","726",6,0,0,1,4,37,-2.20016494478548
"727","727",7,0,0,1,4,37,-0.744790740001725
"728","728",8,0,0,1,4,37,-0.455670709156989
"729","729",9,0,0,1,4,37,-0.366121036765006
"730","730",10,0,0,1,4,37,0.820463908784108
"731","731",11,0,0,1,4,37,-0.0637781068972224
"732","732",12,0,0,1,4,37,0.207167603423836
"733","733",13,0,0,1,4,37,-0.269654813012905
"734","734",14,0,0,1,4,37,-0.447664341619331
"735","735",15,0,0,1,4,37,0.49555080661964
"736","736",16,0,0,1,4,37,0.946228357215801
"737","737",17,0,0,1,4,37,-2.60309621489187
"738","738",18,0,0,1,4,37,0.37273955524584
"739","739",19,0,0,1,4,37,0.174724406778655
"740","740",20,0,0,1,4,37,-0.625267721556076
"741","741",1,1,0,1,4,38,-0.00186984454804395
"742","742",2,1,0,1,4,38,-0.807528579269772
"743","743",3,1,0,1,4,38,0.924258630177273
"744","744",4,1,0,1,4,38,-1.10123166924692
"745","745",5,1,0,1,4,38,-0.980614304240536
"746","746",6,1,0,1,4,38,-1.40107218102542
"747","747",7,1,0,1,4,38,-1.06817860675339
"748","748",8,1,0,1,4,38,0.545184953373082
"749","749",9,1,0,1,4,38,0.0337021495451619
"750","750",10,1,0,1,4,38,0.605159217677043
"751","751",11,1,0,1,4,38,-0.790118664053679
"752","752",12,1,0,1,4,38,-0.0236297082253518
"753","753",13,1,0,1,4,38,-0.155835075513506
"754","754",14,1,0,1,4,38,-1.82625734238254
"755","755",15,1,0,1,4,38,1.37842928747545
"756","756",16,1,0,1,4,38,-0.265552339066324
"757","757",17,1,0,1,4,38,0.365598999157864
"758","758",18,1,0,1,4,38,0.555136676908982
"759","759",19,1,0,1,4,38,-0.45056570144227
"760","760",20,1,0,1,4,38,-0.705815419766971
"761","761",1,0,1,1,4,39,0.951012807576816
"762","762",2,0,1,1,4,39,-0.389237181718379
"763","763",3,0,1,1,4,39,-0.284330661799574
"764","764",4,0,1,1,4,39,0.857409778079803
"765","765",5,0,1,1,4,39,1.7196272991206
"766","766",6,0,1,1,4,39,0.270054900937229
"767","767",7,0,1,1,4,39,-0.42218400978764
"768","768",8,0,1,1,4,39,-1.18911329485959
"769","769",9,0,1,1,4,39,-0.33103297887901
"770","770",10,0,1,1,4,39,-0.939829326510021
"771","771",11,0,1,1,4,39,-0.258932583118785
"772","772",12,0,1,1,4,39,0.394379168221572
"773","773",13,0,1,1,4,39,-0.851857092023863
"774","774",14,0,1,1,4,39,2.64916688109488
"775","775",15,0,1,1,4,39,0.156011675665079
"776","776",16,0,1,1,4,39,1.13020726745494
"777","777",17,0,1,1,4,39,-2.28912397984011
"778","778",18,0,1,1,4,39,0.741001157195439
"779","779",19,0,1,1,4,39,-1.31624516045156
"780","780",20,0,1,1,4,39,0.919803677609141
"781","781",1,1,1,1,4,40,0.693673702425513
"782","782",2,1,1,1,4,40,-1.2472981490613
"783","783",3,1,1,1,4,40,1.77133738622415
"784","784",4,1,1,1,4,40,-0.583632106288362
"785","785",5,1,1,1,4,40,1.45414530227499
"786","786",6,1,1,1,4,40,1.31221269395063
"787","787",7,1,1,1,4,40,-0.117034266414086
"788","788",8,1,1,1,4,40,0.3672209148515
"789","789",9,1,1,1,4,40,-1.22454847953446
"790","790",10,1,1,1,4,40,0.123006503022436
"791","791",11,1,1,1,4,40,0.843612458356183
"792","792",12,1,1,1,4,40,-0.100921513102802
"793","793",13,1,1,1,4,40,-0.65413690915436
"794","794",14,1,1,1,4,40,-0.85578185245044
"795","795",15,1,1,1,4,40,-0.235922422622511
"796","796",16,1,1,1,4,40,0.869161460676796
"797","797",17,1,1,1,4,40,-0.683974930301277
"798","798",18,1,1,1,4,40,-0.321010111327444
"799","799",19,1,1,1,4,40,-1.49414000382084
"800","800",20,1,1,1,4,40,0.294312836014856
"801","801",1,0,0,2,4,41,0.507310667398079
"802","802",2,0,0,2,4,41,0.834107734737462
"803","803",3,0,0,2,4,41,0.0234804149153044
"804","804",4,0,0,2,4,41,-1.07870761286602
"805","805",5,0,0,2,4,41,0.96296455596733
"806","806",6,0,0,2,4,41,-2.20016494478548
"807","807",7,0,0,2,4,41,-0.744790740001725
"808","808",8,0,0,2,4,41,-0.455670709156989
"809","809",9,0,0,2,4,41,-0.366121036765006
"810","810",10,0,0,2,4,41,0.820463908784108
"811","811",11,0,0,2,4,41,-0.0637781068972224
"812","812",12,0,0,2,4,41,0.207167603423836
"813","813",13,0,0,2,4,41,-0.269654813012905
"814","814",14,0,0,2,4,41,-0.447664341619331
"815","815",15,0,0,2,4,41,0.49555080661964
"816","816",16,0,0,2,4,41,0.946228357215801
"817","817",17,0,0,2,4,41,-2.60309621489187
"818","818",18,0,0,2,4,41,0.37273955524584
"819","819",19,0,0,2,4,41,0.174724406778655
"820","820",20,0,0,2,4,41,-0.625267721556076
"821","821",1,1,0,2,4,42,-0.00186984454804395
"822","822",2,1,0,2,4,42,-0.807528579269772
"823","823",3,1,0,2,4,42,0.924258630177273
"824","824",4,1,0,2,4,42,-1.10123166924692
"825","825",5,1,0,2,4,42,-0.980614304240536
"826","826",6,1,0,2,4,42,-1.40107218102542
"827","827",7,1,0,2,4,42,-1.06817860675339
"828","828",8,1,0,2,4,42,0.545184953373082
"829","829",9,1,0,2,4,42,0.0337021495451619
"830","830",10,1,0,2,4,42,0.605159217677043
"831","831",11,1,0,2,4,42,-0.790118664053679
"832","832",12,1,0,2,4,42,-0.0236297082253518
"833","833",13,1,0,2,4,42,-0.155835075513506
"834","834",14,1,0,2,4,42,-1.82625734238254
"835","835",15,1,0,2,4,42,1.37842928747545
"836","836",16,1,0,2,4,42,-0.265552339066324
"837","837",17,1,0,2,4,42,0.365598999157864
"838","838",18,1,0,2,4,42,0.555136676908982
"839","839",19,1,0,2,4,42,-0.45056570144227
"840","840",20,1,0,2,4,42,-0.705815419766971
"841","841",1,0,1,2,4,43,0.951012807576816
"842","842",2,0,1,2,4,43,-0.389237181718379
"843","843",3,0,1,2,4,43,-0.284330661799574
"844","844",4,0,1,2,4,43,0.857409778079803
"845","845",5,0,1,2,4,43,1.7196272991206
"846","846",6,0,1,2,4,43,0.270054900937229
"847","847",7,0,1,2,4,43,-0.42218400978764
"848","848",8,0,1,2,4,43,-1.18911329485959
"849","849",9,0,1,2,4,43,-0.33103297887901
"850","850",10,0,1,2,4,43,-0.939829326510021
"851","851",11,0,1,2,4,43,-0.258932583118785
"852","852",12,0,1,2,4,43,0.394379168221572
"853","853",13,0,1,2,4,43,-0.851857092023863
"854","854",14,0,1,2,4,43,2.64916688109488
"855","855",15,0,1,2,4,43,0.156011675665079
"856","856",16,0,1,2,4,43,1.13020726745494
"857","857",17,0,1,2,4,43,-2.28912397984011
"858","858",18,0,1,2,4,43,0.741001157195439
"859","859",19,0,1,2,4,43,-1.31624516045156
"860","860",20,0,1,2,4,43,0.919803677609141
"861","861",1,1,1,2,4,44,0.693673702425513
"862","862",2,1,1,2,4,44,-1.2472981490613
"863","863",3,1,1,2,4,44,1.77133738622415
"864","864",4,1,1,2,4,44,-0.583632106288362
"865","865",5,1,1,2,4,44,1.45414530227499
"866","866",6,1,1,2,4,44,1.31221269395063
"867","867",7,1,1,2,4,44,-0.117034266414086
"868","868",8,1,1,2,4,44,0.3672209148515
"869","869",9,1,1,2,4,44,-1.22454847953446
"870","870",10,1,1,2,4,44,0.123006503022436
"871","871",11,1,1,2,4,44,0.843612458356183
"872","872",12,1,1,2,4,44,-0.100921513102802
"873","873",13,1,1,2,4,44,-0.65413690915436
"874","874",14,1,1,2,4,44,-0.85578185245044
"875","875",15,1,1,2,4,44,-0.235922422622511
"876","876",16,1,1,2,4,44,0.869161460676796
"877","877",17,1,1,2,4,44,-0.683974930301277
"878","878",18,1,1,2,4,44,-0.321010111327444
"879","879",19,1,1,2,4,44,-1.49414000382084
"880","880",20,1,1,2,4,44,0.294312836014856
"881","881",1,0,0,3,4,45,0.507310667398079
"882","882",2,0,0,3,4,45,0.834107734737462
"883","883",3,0,0,3,4,45,0.0234804149153044
"884","884",4,0,0,3,4,45,-1.07870761286602
"885","885",5,0,0,3,4,45,0.96296455596733
"886","886",6,0,0,3,4,45,-2.20016494478548
"887","887",7,0,0,3,4,45,-0.744790740001725
"888","888",8,0,0,3,4,45,-0.455670709156989
"889","889",9,0,0,3,4,45,-0.366121036765006
"890","890",10,0,0,3,4,45,0.820463908784108
"891","891",11,0,0,3,4,45,-0.0637781068972224
"892","892",12,0,0,3,4,45,0.207167603423836
"893","893",13,0,0,3,4,45,-0.269654813012905
"894","894",14,0,0,3,4,45,-0.447664341619331
"895","895",15,0,0,3,4,45,0.49555080661964
"896","896",16,0,0,3,4,45,0.946228357215801
"897","897",17,0,0,3,4,45,-2.60309621489187
"898","898",18,0,0,3,4,45,0.37273955524584
"899","899",19,0,0,3,4,45,0.174724406778655
"900","900",20,0,0,3,4,45,-0.625267721556076
"901","901",1,1,0,3,4,46,-0.00186984454804395
"902","902",2,1,0,3,4,46,-0.807528579269772
"903","903",3,1,0,3,4,46,0.924258630177273
"904","904",4,1,0,3,4,46,-1.10123166924692
"905","905",5,1,0,3,4,46,-0.980614304240536
"906","906",6,1,0,3,4,46,-1.40107218102542
"907","907",7,1,0,3,4,46,-1.06817860675339
"908","908",8,1,0,3,4,46,0.545184953373082
"909","909",9,1,0,3,4,46,0.0337021495451619
"910","910",10,1,0,3,4,46,0.605159217677043
"911","911",11,1,0,3,4,46,-0.790118664053679
"912","912",12,1,0,3,4,46,-0.0236297082253518
"913","913",13,1,0,3,4,46,-0.155835075513506
"914","914",14,1,0,3,4,46,-1.82625734238254
"915","915",15,1,0,3,4,46,1.37842928747545
"916","916",16,1,0,3,4,46,-0.265552339066324
"917","917",17,1,0,3,4,46,0.365598999157864
"918","918",18,1,0,3,4,46,0.555136676908982
"919","919",19,1,0,3,4,46,-0.45056570144227
"920","920",20,1,0,3,4,46,-0.705815419766971
"921","921",1,0,1,3,4,47,0.951012807576816
"922","922",2,0,1,3,4,47,-0.389237181718379
"923","923",3,0,1,3,4,47,-0.284330661799574
"924","924",4,0,1,3,4,47,0.857409778079803
"925","925",5,0,1,3,4,47,1.7196272991206
"926","926",6,0,1,3,4,47,0.270054900937229
"927","927",7,0,1,3,4,47,-0.42218400978764
"928","928",8,0,1,3,4,47,-1.18911329485959
"929","929",9,0,1,3,4,47,-0.33103297887901
"930","930",10,0,1,3,4,47,-0.939829326510021
"931","931",11,0,1,3,4,47,-0.258932583118785
"932","932",12,0,1,3,4,47,0.394379168221572
"933","933",13,0,1,3,4,47,-0.851857092023863
"934","934",14,0,1,3,4,47,2.64916688109488
"935","935",15,0,1,3,4,47,0.156011675665079
"936","936",16,0,1,3,4,47,1.13020726745494
"937","937",17,0,1,3,4,47,-2.28912397984011
"938","938",18,0,1,3,4,47,0.741001157195439
"939","939",19,0,1,3,4,47,-1.31624516045156
"940","940",20,0,1,3,4,47,0.919803677609141
"941","941",1,1,1,3,4,48,0.693673702425513
"942","942",2,1,1,3,4,48,-1.2472981490613
"943","943",3,1,1,3,4,48,1.77133738622415
"944","944",4,1,1,3,4,48,-0.583632106288362
"945","945",5,1,1,3,4,48,1.45414530227499
"946","946",6,1,1,3,4,48,1.31221269395063
"947","947",7,1,1,3,4,48,-0.117034266414086
"948","948",8,1,1,3,4,48,0.3672209148515
"949","949",9,1,1,3,4,48,-1.22454847953446
"950","950",10,1,1,3,4,48,0.123006503022436
"951","951",11,1,1,3,4,48,0.843612458356183
"952","952",12,1,1,3,4,48,-0.100921513102802
"953","953",13,1,1,3,4,48,-0.65413690915436
"954","954",14,1,1,3,4,48,-0.85578185245044
"955","955",15,1,1,3,4,48,-0.235922422622511
"956","956",16,1,1,3,4,48,0.869161460676796
"957","957",17,1,1,3,4,48,-0.683974930301277
"958","958",18,1,1,3,4,48,-0.321010111327444
"959","959",19,1,1,3,4,48,-1.49414000382084
"960","960",20,1,1,3,4,48,0.294312836014856
